Article,What does it conceptualize?,Usual modeling characteristics,Is it a statistically validated measure?,Scale Name,Parent Scale,Sub Scale,Scale / Item,Text of the item,"Is it reverse coded 
or transformed?",Does this item potentially contain identifying information?,Type of scale,Scoring,Type of data,Time Stem,Top-level question,Anchors/answers or mapping/representation (numeric),Anchors/answers or mapping/representation (nominal),Delivery mechanism,How frequently is it delivered?,Citation,Notes,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,anxiety,Client Evaluation of Self and Treatment,NA,,,,,,,,,,,,,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,decision making,Client Evaluation of Self and Treatment,NA,,,,,,,,,,,,,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,self-efficacy,Client Evaluation of Self and Treatment,NA,,,,,,,,,,,,,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,hostility,Client Evaluation of Self and Treatment,NA,,,,,,,,,,,,,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,risk taking,Client Evaluation of Self and Treatment,NA,,,,,,,,,,,,,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,social consciousness,Client Evaluation of Self and Treatment,NA,,,,,,,,,,,,,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,treatment satisfaction,Client Evaluation of Self and Treatment,NA,,,,,,,,,,,,,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,counseling rapport,Client Evaluation of Self and Treatment,NA,,,,,,,,,,,,,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,treatment participation,Client Evaluation of Self and Treatment,NA,,,,,,,,,,,,,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,peer support,Client Evaluation of Self and Treatment,NA,,,,,,,,,,,,,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,social support,Client Evaluation of Self and Treatment,NA,,,,,,,,,,,,,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You need help in dealing with your drug use.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,It is urgent that you find help immediately for your drug use.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You will give up your friends and hangouts to solve your drug problems.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,Your life has gone out of control.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You are tired of the problems caused by drugs.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You want to get your life straightened out.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You plan to stay in this treatment program for awhile.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,This treatment may be your last chance to solve your drug problems.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,This kind of treatment will not be very helpful to you.,1,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,This treatment program can really help you.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You want to be in a drug treatment program now.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You have too many outside responsbilities now to be in this treatment program.,1,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You are in this treatment program because someone else made you come,1,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,This treatment program seems too demanding for you.,1,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You need more help with your emotional troubles. ,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You need more individual counseling sessions.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You need more educational or vocational training services.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You need more group counseling sessions.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You need more medical care and services.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You have family members who want you to be in treatment.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You are concerned about legal problems.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You feel a lot of pressure to be in treatment.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You could be sent to jail or prison if you are not in treatment.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You have serious drug-related health problems.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
Recovery community centers: Characteristics of new attendees and longitudinal investigation of the predictors and effects of participation,,,,NA,,,Item,You have legal problems that require you to be in treatment.,0,0,multiple choice,logistic regression,nominal,NA,NA,1-6.,"1. = strongly disagree, 6 = strongly agree",,,,,
